State,County,Vegetable acres harvested for fresh market (% change) 2007 - 12 (PCH_FRESHVEG_ACRES_07_12),Units,FIPS,FID
Idaho,Lewis,0,% change,16061.0,574
Idaho,Lincoln,0,% change,16063.0,578
Idaho,Madison,0,% change,16065.0,581
Idaho,Minidoka,24.559738479384162,% change,16067.0,585
Idaho,Nez Perce,237.5,% change,16069.0,589
Idaho,Oneida,0,% change,16071.0,593
Idaho,Owyhee,0,% change,16073.0,601
Idaho,Payette,-23.613193403298354,% change,16075.0,606
Idaho,Power,0,% change,16077.0,613
Idaho,Shoshone,0,% change,16079.0,621
Idaho,Teton,0,% change,16081.0,627
Idaho,Twin Falls,-71.00830900516506,% change,16083.0,634
Idaho,Valley,720.0,% change,16085.0,643
Idaho,Washington,18.074324324324326,% change,16087.0,649
Illinois,Adams,0,% change,17001.0,650
Illinois,Alexander,0,% change,17003.0,651
Illinois,Bond,0,% change,17005.0,652
Illinois,Boone,-1.5625,% change,17007.0,653
Illinois,Brown,0,% change,17009.0,654
Illinois,Bureau,-89.34426229508196,% change,17011.0,2
Illinois,Calhoun,0,% change,17013.0,4
Illinois,Carroll,0,% change,17015.0,6
Illinois,Cass,0,% change,17017.0,10
Illinois,Champaign,0,% change,17019.0,12
Illinois,Christian,0,% change,17021.0,14
Illinois,Clark,284.61538461538464,% change,17023.0,19
Illinois,Clay,0,% change,17025.0,22
Illinois,Clinton,-100.0,% change,17027.0,27
Illinois,Coles,0,% change,17029.0,30
Illinois,Cook,0,% change,17031.0,36
Illinois,Crawford,0,% change,17033.0,40
Illinois,Cumberland,0,% change,17035.0,44
Illinois,DeKalb,156.66666666666666,% change,17037.0,49
Illinois,De Witt,0,% change,17039.0,53
Illinois,Douglas,148.0,% change,17041.0,55
Illinois,DuPage,0,% change,17043.0,64
Illinois,Edgar,0,% change,17045.0,66
Illinois,Edwards,0,% change,17047.0,71
Illinois,Effingham,0,% change,17049.0,76
Illinois,Fayette,0,% change,17051.0,79
Illinois,Ford,0,% change,17053.0,81
Illinois,Franklin,0,% change,17055.0,85
Illinois,Fulton,0,% change,17057.0,89
Illinois,Gallatin,0,% change,17059.0,92
Illinois,Greene,0,% change,17061.0,96
Illinois,Grundy,0,% change,17063.0,99
Illinois,Hamilton,0,% change,17065.0,106
Illinois,Hancock,0,% change,17067.0,111
Illinois,Hardin,0,% change,17069.0,113
Illinois,Henderson,0,% change,17071.0,117
Illinois,Henry,0,% change,17073.0,121
Illinois,Iroquois,0,% change,17075.0,125
Illinois,Jackson,-51.11111111111111,% change,17077.0,129
Illinois,Jasper,0,% change,17079.0,133
Illinois,Jefferson,0,% change,17081.0,137
Illinois,Jersey,0,% change,17083.0,142
Illinois,Jo Daviess,0,% change,17085.0,145
Illinois,Johnson,0,% change,17087.0,152
Illinois,Kane,0,% change,17089.0,156
Illinois,Kankakee,0,% change,17091.0,161
Illinois,Kendall,0,% change,17093.0,165
Illinois,Knox,0,% change,17095.0,166
Illinois,Lake,0,% change,17097.0,170
Illinois,LaSalle,-80.8641975308642,% change,17099.0,175
Illinois,Lawrence,0,% change,17101.0,177
Illinois,Lee,-81.81818181818183,% change,17103.0,180
Illinois,Livingston,0,% change,17105.0,182
Illinois,Logan,0,% change,17107.0,186
Illinois,McDonough,0,% change,17109.0,189
Illinois,McHenry,0,% change,17111.0,192
Illinois,McLean,0,% change,17113.0,193
Illinois,Macon,0,% change,17115.0,194
Illinois,Macoupin,-76.47058823529412,% change,17117.0,196
Illinois,Madison,0,% change,17119.0,199
Illinois,Marion,0,% change,17121.0,201
Illinois,Marshall,0,% change,17123.0,202
Illinois,Mason,142.34972677595627,% change,17125.0,206
Illinois,Massac,0,% change,17127.0,208
Illinois,Menard,0,% change,17129.0,212
Illinois,Mercer,0,% change,17131.0,216
Illinois,Monroe,0,% change,17133.0,219
Illinois,Montgomery,0,% change,17135.0,223
Illinois,Morgan,0,% change,17137.0,225
Illinois,Moultrie,0,% change,17139.0,227
Illinois,Ogle,-87.75510204081633,% change,17141.0,229
Illinois,Peoria,-21.487603305785125,% change,17143.0,233
Illinois,Perry,-47.05882352941176,% change,17145.0,235
Illinois,Piatt,0,% change,17147.0,238
Illinois,Pike,0,% change,17149.0,241
Illinois,Pope,0,% change,17151.0,245
Illinois,Pulaski,0,% change,17153.0,248
Illinois,Putnam,0,% change,17155.0,253
Illinois,Randolph,100.0,% change,17157.0,255
Illinois,Richland,0,% change,17159.0,259
Illinois,Rock Island,0,% change,17161.0,265
Illinois,St. Clair,0,% change,17163.0,269
Illinois,Saline,0,% change,17165.0,271
Illinois,Sangamon,0,% change,17167.0,274
Illinois,Schuyler,0,% change,17169.0,278
Illinois,Scott,0,% change,17171.0,280
Illinois,Shelby,0,% change,17173.0,283
Illinois,Stark,0,% change,17175.0,285
Illinois,Stephenson,29.411764705882355,% change,17177.0,290
Illinois,Tazewell,-9.876543209876543,% change,17179.0,291
Illinois,Union,0,% change,17181.0,293
Illinois,Vermilion,112.5,% change,17183.0,296
Illinois,Wabash,0,% change,17185.0,299
Illinois,Warren,-100.0,% change,17187.0,301
Illinois,Washington,-48.64864864864865,% change,17189.0,305
Illinois,Wayne,0,% change,17191.0,310
Illinois,White,0,% change,17193.0,312
Illinois,Whiteside,13.333333333333334,% change,17195.0,314
Illinois,Will,0,% change,17197.0,320
Illinois,Williamson,0,% change,17199.0,324
Illinois,Winnebago,223.72881355932202,% change,17201.0,325
Illinois,Woodford,0,% change,17203.0,328
Indiana,Adams,28.225806451612907,% change,18001.0,330
Indiana,Allen,0,% change,18003.0,335
Indiana,Bartholomew,20.0,% change,18005.0,342
Indiana,Benton,0,% change,18007.0,179
Indiana,Blackford,0,% change,18009.0,183
Indiana,Boone,0,% change,18011.0,185
Indiana,Brown,-40.0,% change,18013.0,188
Indiana,Carroll,0,% change,18015.0,195
Indiana,Cass,-30.434782608695656,% change,18017.0,211
Indiana,Clark,0,% change,18019.0,215
Indiana,Clay,0,% change,18021.0,221
Indiana,Clinton,-56.09756097560976,% change,18023.0,226
Indiana,Crawford,0,% change,18025.0,232
Indiana,Daviess,0,% change,18027.0,239
Indiana,Dearborn,0,% change,18029.0,242
Indiana,Decatur,0,% change,18031.0,246
Indiana,DeKalb,-25.0,% change,18033.0,249
Indiana,Delaware,0,% change,18035.0,252
Indiana,Dubois,-72.22222222222221,% change,18037.0,254
Indiana,Elkhart,0,% change,18039.0,260
Indiana,Fayette,0,% change,18041.0,263
Indiana,Floyd,0,% change,18043.0,267
Indiana,Fountain,0,% change,18045.0,270
Indiana,Franklin,0,% change,18047.0,272
Indiana,Fulton,0,% change,18049.0,276
Indiana,Gibson,0,% change,18051.0,286
Indiana,Grant,0,% change,18053.0,297
Indiana,Greene,5.263157894736842,% change,18055.0,309
Indiana,Hamilton,0,% change,18057.0,321
Indiana,Hancock,-8.13953488372093,% change,18059.0,329
Indiana,Harrison,0,% change,18061.0,334
Indiana,Hendricks,0,% change,18063.0,341
Indiana,Henry,0,% change,18065.0,344
Indiana,Howard,0,% change,18067.0,348
Indiana,Huntington,-46.15384615384615,% change,18069.0,352
Indiana,Jackson,0,% change,18071.0,355
Indiana,Jasper,0,% change,18073.0,356
Indiana,Jay,0,% change,18075.0,358
Indiana,Jefferson,300.0,% change,18077.0,363
Indiana,Jennings,0,% change,18079.0,367
Indiana,Johnson,0,% change,18081.0,370
Indiana,Knox,0,% change,18083.0,376
Indiana,Kosciusko,0.0,% change,18085.0,384
Indiana,LaGrange,-30.796460176991154,% change,18087.0,386
Indiana,Lake,0,% change,18089.0,389
Indiana,LaPorte,-56.933115823817296,% change,18091.0,392
Indiana,Lawrence,0,% change,18093.0,396
Indiana,Madison,0,% change,18095.0,401
Indiana,Marion,0,% change,18097.0,409
Indiana,Marshall,0,% change,18099.0,412
Indiana,Martin,0,% change,18101.0,418
Indiana,Miami,0,% change,18103.0,420
Indiana,Monroe,83.33333333333334,% change,18105.0,422
Indiana,Montgomery,0,% change,18107.0,425
Indiana,Morgan,0,% change,18109.0,430
Indiana,Newton,0,% change,18111.0,433
Indiana,Noble,7.462686567164178,% change,18113.0,436
Indiana,Ohio,0,% change,18115.0,440
Indiana,Orange,171.42857142857142,% change,18117.0,444
Indiana,Owen,0,% change,18119.0,448
Indiana,Parke,0,% change,18121.0,452
Indiana,Perry,0,% change,18123.0,459
Indiana,Pike,0,% change,18125.0,465
Indiana,Porter,23.076923076923077,% change,18127.0,468
Indiana,Posey,2.3255813953488373,% change,18129.0,471
Indiana,Pulaski,0,% change,18131.0,477
Indiana,Putnam,0,% change,18133.0,480
Indiana,Randolph,-29.166666666666668,% change,18135.0,485
Indiana,Ripley,0,% change,18137.0,488
Indiana,Rush,1.9607843137254901,% change,18139.0,493
Indiana,St. Joseph,0,% change,18141.0,496
Indiana,Scott,0,% change,18143.0,504
Indiana,Shelby,0,% change,18145.0,506
Indiana,Spencer,0,% change,18147.0,509
Indiana,Starke,0,% change,18149.0,512
Indiana,Steuben,0,% change,18151.0,515
Indiana,Sullivan,0,% change,18153.0,518
Indiana,Switzerland,0,% change,18155.0,526
Indiana,Tippecanoe,0,% change,18157.0,530
Indiana,Tipton,0,% change,18159.0,534
Indiana,Union,0,% change,18161.0,538
Indiana,Vanderburgh,0,% change,18163.0,543
Indiana,Vermillion,0,% change,18165.0,548
Indiana,Vigo,0,% change,18167.0,553
Indiana,Wabash,-84.7457627118644,% change,18169.0,555
Indiana,Warren,0,% change,18171.0,567
Indiana,Warrick,-6.25,% change,18173.0,575
Indiana,Washington,0,% change,18175.0,584
Indiana,Wayne,0,% change,18177.0,586
Indiana,Wells,0,% change,18179.0,590
Indiana,White,0,% change,18181.0,594
Indiana,Whitley,2.631578947368421,% change,18183.0,597
Iowa,Adair,400.0,% change,19001.0,598
Iowa,Adams,0,% change,19003.0,602
Iowa,Allamakee,0,% change,19005.0,608
Iowa,Appanoose,100.0,% change,19007.0,611
Iowa,Audubon,0,% change,19009.0,615
Iowa,Benton,105.71428571428572,% change,19011.0,619
Iowa,Black Hawk,0,% change,19013.0,623
Iowa,Boone,0,% change,19015.0,625
Iowa,Bremer,0,% change,19017.0,631
Iowa,Buchanan,0,% change,19019.0,632
Iowa,Buena Vista,0,% change,19021.0,633
Iowa,Butler,0,% change,19023.0,361
Iowa,Calhoun,-60.0,% change,19025.0,365
Iowa,Carroll,110.00000000000001,% change,19027.0,369
Iowa,Cass,0,% change,19029.0,374
Iowa,Cedar,-57.692307692307686,% change,19031.0,379
Iowa,Cerro Gordo,0,% change,19033.0,383
Iowa,Cherokee,0,% change,19035.0,388
Iowa,Chickasaw,0,% change,19037.0,393
Iowa,Clarke,0,% change,19039.0,397
Iowa,Clay,0,% change,19041.0,398
Iowa,Clayton,144.44444444444443,% change,19043.0,402
Iowa,Clinton,26.666666666666668,% change,19045.0,404
Iowa,Crawford,0,% change,19047.0,408
Iowa,Dallas,0,% change,19049.0,413
Iowa,Davis,82.35294117647058,% change,19051.0,416
Iowa,Decatur,0,% change,19053.0,419
Iowa,Delaware,54.54545454545454,% change,19055.0,421
Iowa,Des Moines,-85.0,% change,19057.0,424
Iowa,Dickinson,0,% change,19059.0,427
Iowa,Dubuque,0,% change,19061.0,434
Iowa,Emmet,0,% change,19063.0,437
Iowa,Fayette,0,% change,19065.0,442
Iowa,Floyd,0,% change,19067.0,447
Iowa,Franklin,0,% change,19069.0,451
Iowa,Fremont,0,% change,19071.0,455
Iowa,Greene,0,% change,19073.0,458
Iowa,Grundy,140.0,% change,19075.0,460
Iowa,Guthrie,0,% change,19077.0,467
Iowa,Hamilton,0,% change,19079.0,469
Iowa,Hancock,0,% change,19081.0,470
Iowa,Hardin,0,% change,19083.0,475
Iowa,Harrison,-72.72727272727273,% change,19085.0,478
Iowa,Henry,70.0,% change,19087.0,479
Iowa,Howard,0,% change,19089.0,481
Iowa,Humboldt,0,% change,19091.0,487
Iowa,Ida,0,% change,19093.0,491
Iowa,Iowa,0,% change,19095.0,495
Iowa,Jackson,0,% change,19097.0,499
Iowa,Jasper,0,% change,19099.0,505
Iowa,Jefferson,7.6923076923076925,% change,19101.0,507
Iowa,Johnson,0,% change,19103.0,508
Iowa,Jones,170.0,% change,19105.0,516
Iowa,Keokuk,-27.27272727272727,% change,19107.0,520
Iowa,Kossuth,0,% change,19109.0,523
Iowa,Lee,0,% change,19111.0,531
Iowa,Linn,17.59656652360515,% change,19113.0,535
Iowa,Louisa,0,% change,19115.0,539
Iowa,Lucas,0,% change,19117.0,542
Iowa,Lyon,0,% change,19119.0,546
Iowa,Madison,0,% change,19121.0,550
Iowa,Mahaska,-34.375,% change,19123.0,554
Iowa,Marion,0,% change,19125.0,561
Iowa,Marshall,-4.651162790697675,% change,19127.0,568
Iowa,Mills,0,% change,19129.0,569
Iowa,Mitchell,0,% change,19131.0,572
Iowa,Monona,0,% change,19133.0,576
Iowa,Monroe,0,% change,19135.0,580
Iowa,Montgomery,0,% change,19137.0,595
Iowa,Muscatine,0,% change,19139.0,600
Iowa,O'Brien,0.0,% change,19141.0,604
Iowa,Osceola,0,% change,19143.0,607
Iowa,Page,0,% change,19145.0,612
Iowa,Palo Alto,0,% change,19147.0,618
Iowa,Plymouth,0,% change,19149.0,622
Iowa,Pocahontas,0,% change,19151.0,624
Iowa,Polk,0,% change,19153.0,629
Iowa,Pottawattamie,-18.333333333333332,% change,19155.0,637
Iowa,Poweshiek,100.0,% change,19157.0,640
Iowa,Ringgold,0,% change,19159.0,642
Iowa,Sac,0,% change,19161.0,647
Iowa,Scott,0,% change,19163.0,657
Iowa,Shelby,0,% change,19165.0,660
Iowa,Sioux,51.42857142857142,% change,19167.0,663
Iowa,Story,80.76923076923077,% change,19169.0,668
Iowa,Tama,0,% change,19171.0,671
Iowa,Taylor,0,% change,19173.0,674
Iowa,Union,0,% change,19175.0,675
Iowa,Van Buren,100.0,% change,19177.0,678
Iowa,Wapello,0,% change,19179.0,681
Iowa,Warren,64.47368421052632,% change,19181.0,685
Iowa,Washington,85.29411764705883,% change,19183.0,687
Iowa,Wayne,0,% change,19185.0,691
Iowa,Webster,123.07692307692308,% change,19187.0,694
Iowa,Winnebago,0,% change,19189.0,696
Iowa,Winneshiek,0,% change,19191.0,698
Iowa,Woodbury,0,% change,19193.0,702
Iowa,Worth,0,% change,19195.0,703
Iowa,Wright,0,% change,19197.0,705
Kansas,Allen,0,% change,20001.0,709
Kansas,Anderson,0,% change,20003.0,712
Kansas,Atchison,0,% change,20005.0,715
Kansas,Barber,0,% change,20007.0,717
Kansas,Barton,0,% change,20009.0,719
Kansas,Bourbon,0,% change,20011.0,722
Kansas,Brown,0,% change,20013.0,723
Kansas,Butler,11.11111111111111,% change,20015.0,726
Kansas,Chase,0,% change,20017.0,729
Kansas,Chautauqua,0,% change,20019.0,730
Kansas,Cherokee,0,% change,20021.0,732
Kansas,Cheyenne,0,% change,20023.0,736
Kansas,Clark,0,% change,20025.0,738
Kansas,Clay,0,% change,20027.0,739
Kansas,Cloud,-8.333333333333332,% change,20029.0,740
Kansas,Coffey,-100.0,% change,20031.0,745
Kansas,Comanche,0,% change,20033.0,748
Kansas,Cowley,-59.57446808510638,% change,20035.0,752
Kansas,Crawford,-52.63157894736842,% change,20037.0,756
Kansas,Decatur,0,% change,20039.0,759
Kansas,Dickinson,0,% change,20041.0,762
Kansas,Doniphan,-47.368421052631575,% change,20043.0,765
Kansas,Douglas,0,% change,20045.0,767
Kansas,Edwards,0,% change,20047.0,770
Kansas,Elk,0,% change,20049.0,773
Kansas,Ellis,0,% change,20051.0,774
Kansas,Ellsworth,0,% change,20053.0,776
Kansas,Finney,0,% change,20055.0,778
Kansas,Ford,0,% change,20057.0,784
Kansas,Franklin,-57.446808510638306,% change,20059.0,786
Kansas,Geary,0,% change,20061.0,788
Kansas,Gove,0,% change,20063.0,790
Kansas,Graham,0,% change,20065.0,791
Kansas,Grant,0,% change,20067.0,794
Kansas,Gray,0,% change,20069.0,798
Kansas,Greeley,0,% change,20071.0,801
Kansas,Greenwood,0,% change,20073.0,803
Kansas,Hamilton,0,% change,20075.0,805
Kansas,Harper,0,% change,20077.0,807
Kansas,Harvey,0,% change,20079.0,812
Kansas,Haskell,0,% change,20081.0,815
Kansas,Hodgeman,0,% change,20083.0,818
Kansas,Jackson,0,% change,20085.0,819
Kansas,Jefferson,0,% change,20087.0,821
Kansas,Jewell,0,% change,20089.0,822
Kansas,Johnson,0,% change,20091.0,824
Kansas,Kearny,0,% change,20093.0,826
Kansas,Kingman,0,% change,20095.0,827
Kansas,Kiowa,0,% change,20097.0,829
Kansas,Labette,0,% change,20099.0,831
Kansas,Lane,0,% change,20101.0,833
Kansas,Leavenworth,0,% change,20103.0,836
Kansas,Lincoln,0,% change,20105.0,838
Kansas,Linn,0,% change,20107.0,840
Kansas,Logan,0,% change,20109.0,842
Kansas,Lyon,0,% change,20111.0,844
Kansas,McPherson,0,% change,20113.0,846
Kansas,Marion,0,% change,20115.0,848
Kansas,Marshall,0,% change,20117.0,850
Kansas,Meade,0,% change,20119.0,851
Kansas,Miami,0,% change,20121.0,853
Kansas,Mitchell,0,% change,20123.0,854
Kansas,Montgomery,225.0,% change,20125.0,856
Kansas,Morris,0,% change,20127.0,858
Kansas,Morton,0,% change,20129.0,859
Kansas,Nemaha,0,% change,20131.0,861
Kansas,Neosho,0,% change,20133.0,862
Kansas,Ness,0,% change,20135.0,864
Kansas,Norton,0,% change,20137.0,866
Kansas,Osage,0,% change,20139.0,867
Kansas,Osborne,0,% change,20141.0,869
Kansas,Ottawa,0,% change,20143.0,870
Kansas,Pawnee,0,% change,20145.0,872
Kansas,Phillips,0,% change,20147.0,873
Kansas,Pottawatomie,8.108108108108109,% change,20149.0,876
Kansas,Pratt,0,% change,20151.0,878
Kansas,Rawlins,0,% change,20153.0,880
Kansas,Reno,10.204081632653061,% change,20155.0,882
Kansas,Republic,0,% change,20157.0,884
Kansas,Rice,0,% change,20159.0,886
Kansas,Riley,0,% change,20161.0,888
Kansas,Rooks,0,% change,20163.0,889
Kansas,Rush,0,% change,20165.0,891
Kansas,Russell,0,% change,20167.0,893
Kansas,Saline,-89.65517241379311,% change,20169.0,895
Kansas,Scott,0,% change,20171.0,897
Kansas,Sedgwick,0,% change,20173.0,898
Kansas,Seward,0,% change,20175.0,900
Kansas,Shawnee,0,% change,20177.0,902
Kansas,Sheridan,0,% change,20179.0,904
Kansas,Sherman,0,% change,20181.0,907
Kansas,Smith,0,% change,20183.0,909
Kansas,Stafford,0,% change,20185.0,911
Kansas,Stanton,0,% change,20187.0,913
Kansas,Stevens,0,% change,20189.0,914
Kansas,Sumner,0,% change,20191.0,916
Kansas,Thomas,-100.0,% change,20193.0,917
Kansas,Trego,0,% change,20195.0,919
Kansas,Wabaunsee,-57.692307692307686,% change,20197.0,920
Kansas,Wallace,0,% change,20199.0,921
Kansas,Washington,-77.35849056603774,% change,20201.0,922
Kansas,Wichita,0,% change,20203.0,923
Kansas,Wilson,0,% change,20205.0,925
Kansas,Woodson,0,% change,20207.0,926
Kansas,Wyandotte,-49.64028776978417,% change,20209.0,927
Kentucky,Adair,144.44444444444443,% change,21001.0,928
Kentucky,Allen,0,% change,21003.0,929
Kentucky,Anderson,0,% change,21005.0,930
Kentucky,Ballard,-50.0,% change,21007.0,932
Kentucky,Barren,0,% change,21009.0,933
Kentucky,Bath,-73.23943661971832,% change,21011.0,934
Kentucky,Bell,0,% change,21013.0,936
Kentucky,Boone,0,% change,21015.0,1002
Kentucky,Bourbon,0,% change,21017.0,1005
Kentucky,Boyd,0,% change,21019.0,1008
Kentucky,Boyle,-52.38095238095239,% change,21021.0,1010
Kentucky,Bracken,0,% change,21023.0,1013
Kentucky,Breathitt,0,% change,21025.0,1017
Kentucky,Breckinridge,62.5,% change,21027.0,1020
Kentucky,Bullitt,0,% change,21029.0,1024
Kentucky,Butler,0,% change,21031.0,1026
Kentucky,Caldwell,0,% change,21033.0,1031
Kentucky,Calloway,0,% change,21035.0,1033
Kentucky,Campbell,0,% change,21037.0,1035
Kentucky,Carlisle,0,% change,21039.0,1039
Kentucky,Carroll,-29.411764705882355,% change,21041.0,1041
Kentucky,Carter,31.666666666666664,% change,21043.0,1044
Kentucky,Casey,0,% change,21045.0,1048
Kentucky,Christian,28.87700534759358,% change,21047.0,1050
Kentucky,Clark,286.3636363636364,% change,21049.0,1053
Kentucky,Clay,-12.213740458015266,% change,21051.0,1056
Kentucky,Clinton,0,% change,21053.0,1059
Kentucky,Crittenden,-38.46153846153847,% change,21055.0,1064
Kentucky,Cumberland,0,% change,21057.0,1067
Kentucky,Daviess,0,% change,21059.0,1071
Kentucky,Edmonson,28.57142857142857,% change,21061.0,1073
Kentucky,Elliott,0,% change,21063.0,1075
Kentucky,Estill,0,% change,21065.0,1077
Kentucky,Fayette,12.962962962962962,% change,21067.0,1080
Kentucky,Fleming,0,% change,21069.0,1083
Kentucky,Floyd,0.0,% change,21071.0,1085
Kentucky,Franklin,0,% change,21073.0,1086
Kentucky,Fulton,0,% change,21075.0,1088
Kentucky,Gallatin,0,% change,21077.0,1090
Kentucky,Garrard,-76.74418604651163,% change,21079.0,1092
Kentucky,Grant,0,% change,21081.0,1094
Kentucky,Graves,-9.333333333333334,% change,21083.0,1097
Kentucky,Grayson,0,% change,21085.0,1100
Kentucky,Green,0,% change,21087.0,1102
Kentucky,Greenup,-65.11627906976744,% change,21089.0,1105
Kentucky,Hancock,0,% change,21091.0,1107
Kentucky,Hardin,0,% change,21093.0,1110
Kentucky,Harlan,0,% change,21095.0,1114
Kentucky,Harrison,0,% change,21097.0,1119
Kentucky,Hart,0,% change,21099.0,1121
Kentucky,Henderson,-43.93939393939394,% change,21101.0,1126
Kentucky,Henry,0,% change,21103.0,1129
Kentucky,Hickman,0,% change,21105.0,1130
Kentucky,Hopkins,0,% change,21107.0,1136
Kentucky,Jackson,0,% change,21109.0,1140
Kentucky,Jefferson,-26.82926829268293,% change,21111.0,1143
Kentucky,Jessamine,0,% change,21113.0,1145
Kentucky,Johnson,-60.0,% change,21115.0,1148
Kentucky,Kenton,51.61290322580645,% change,21117.0,1151
Kentucky,Knott,0,% change,21119.0,1154
Kentucky,Knox,0,% change,21121.0,1159
Kentucky,Larue,0,% change,21123.0,1162
Kentucky,Laurel,0,% change,21125.0,1166
Kentucky,Lawrence,0,% change,21127.0,1167
Kentucky,Lee,0,% change,21129.0,1171
Kentucky,Leslie,0,% change,21131.0,1175
Kentucky,Letcher,-33.33333333333333,% change,21133.0,1178
Kentucky,Lewis,-60.0,% change,21135.0,1180
Kentucky,Lincoln,0,% change,21137.0,1184
Kentucky,Livingston,0,% change,21139.0,1187
Kentucky,Logan,0,% change,21141.0,1190
Kentucky,Lyon,-26.31578947368421,% change,21143.0,1193
Kentucky,McCracken,0,% change,21145.0,1196
Kentucky,McCreary,0,% change,21147.0,1198
Kentucky,McLean,0,% change,21149.0,1201
Kentucky,Madison,-16.666666666666664,% change,21151.0,1204
Kentucky,Magoffin,0,% change,21153.0,1206
Kentucky,Marion,0,% change,21155.0,1210
Kentucky,Marshall,0,% change,21157.0,1213
Kentucky,Martin,0,% change,21159.0,1215
Kentucky,Mason,0,% change,21161.0,1217
Kentucky,Meade,54.166666666666664,% change,21163.0,1220
Kentucky,Menifee,0,% change,21165.0,1222
Kentucky,Mercer,-31.16883116883117,% change,21167.0,1225
Kentucky,Metcalfe,0,% change,21169.0,1228
Kentucky,Monroe,0,% change,21171.0,1230
Kentucky,Montgomery,0,% change,21173.0,1233
Kentucky,Morgan,0,% change,21175.0,1235
Kentucky,Muhlenberg,-29.411764705882355,% change,21177.0,1238
Kentucky,Nelson,0,% change,21179.0,1243
Kentucky,Nicholas,0,% change,21181.0,1246
Kentucky,Ohio,46.15384615384615,% change,21183.0,1249
Kentucky,Oldham,0,% change,21185.0,1252
Kentucky,Owen,0,% change,21187.0,1255
Kentucky,Owsley,-48.837209302325576,% change,21189.0,1257
Kentucky,Pendleton,0,% change,21191.0,1260
Kentucky,Perry,-35.714285714285715,% change,21193.0,1265
Kentucky,Pike,0,% change,21195.0,1267
Kentucky,Powell,0,% change,21197.0,1270
Kentucky,Pulaski,23.333333333333332,% change,21199.0,1272
Kentucky,Robertson,0,% change,21201.0,1273
Kentucky,Rockcastle,-33.33333333333333,% change,21203.0,1276
Kentucky,Rowan,0,% change,21205.0,1279
Kentucky,Russell,0,% change,21207.0,1282
Kentucky,Scott,-19.689119170984455,% change,21209.0,1283
Kentucky,Shelby,0,% change,21211.0,1285
Kentucky,Simpson,0,% change,21213.0,1287
Kentucky,Spencer,0,% change,21215.0,1000
Kentucky,Taylor,105.71428571428572,% change,21217.0,1003
Kentucky,Todd,0,% change,21219.0,1006
Kentucky,Trigg,101.63934426229508,% change,21221.0,1009
Kentucky,Trimble,0,% change,21223.0,1012
Kentucky,Union,0,% change,21225.0,1016
Kentucky,Warren,0,% change,21227.0,1019
Kentucky,Washington,72.22222222222221,% change,21229.0,1023
Kentucky,Wayne,-25.757575757575758,% change,21231.0,1027
Kentucky,Webster,0,% change,21233.0,1029
Kentucky,Whitley,0,% change,21235.0,1034
Kentucky,Wolfe,-20.0,% change,21237.0,1037
Kentucky,Woodford,0,% change,21239.0,1042
Louisiana,Acadia,0,% change,22001.0,1046
Louisiana,Allen,0,% change,22003.0,1051
Louisiana,Ascension,0,% change,22005.0,1055
Louisiana,Assumption,0,% change,22007.0,1060
Louisiana,Avoyelles,-8.24829931972789,% change,22009.0,1062
Louisiana,Beauregard,-52.17391304347826,% change,22011.0,1066
Louisiana,Bienville,-50.326797385620914,% change,22013.0,1069
Louisiana,Bossier,0,% change,22015.0,1076
Louisiana,Caddo,24.096385542168676,% change,22017.0,1079
Louisiana,Calcasieu,0,% change,22019.0,1081
Louisiana,Caldwell,0,% change,22021.0,1084
Louisiana,Cameron,-50.0,% change,22023.0,1089
Louisiana,Catahoula,0,% change,22025.0,1093
Louisiana,Claiborne,0,% change,22027.0,1095
Louisiana,Concordia,0,% change,22029.0,1098
Louisiana,De Soto,0,% change,22031.0,1103
Louisiana,East Baton Rouge,0,% change,22033.0,1108
Louisiana,East Carroll,0,% change,22035.0,1111
Louisiana,East Feliciana,-73.91304347826086,% change,22037.0,1115
Louisiana,Evangeline,0,% change,22039.0,1118
Louisiana,Franklin,0,% change,22041.0,1123
Louisiana,Grant,0,% change,22043.0,1127
Louisiana,Iberia,0,% change,22045.0,1133
Louisiana,Iberville,0,% change,22047.0,1134
Louisiana,Jackson,0,% change,22049.0,1138
Louisiana,Jefferson,0,% change,22051.0,1147
Louisiana,Jefferson Davis,0,% change,22053.0,1155
Louisiana,Lafayette,0,% change,22055.0,1161
Louisiana,Lafourche,-16.39344262295082,% change,22057.0,1280
Louisiana,La Salle,-100.0,% change,22059.0,1289
Louisiana,Lincoln,0,% change,22061.0,1291
Louisiana,Livingston,0,% change,22063.0,1295
Louisiana,Madison,0,% change,22065.0,1297
Louisiana,Morehouse,0,% change,22067.0,1299
Louisiana,Natchitoches,-44.44444444444444,% change,22069.0,1301
Louisiana,Orleans,0,% change,22071.0,1304
Louisiana,Ouachita,-51.9607843137255,% change,22073.0,1306
Louisiana,Plaquemines,0,% change,22075.0,1427
Louisiana,Pointe Coupee,0,% change,22077.0,1431
Louisiana,Rapides,-54.51263537906137,% change,22079.0,1434
Louisiana,Red River,0,% change,22081.0,1436
Louisiana,Richland,0,% change,22083.0,1439
Louisiana,Sabine,-45.45454545454545,% change,22085.0,1441
Louisiana,St. Bernard,-12.5,% change,22087.0,1463
Louisiana,St. Charles,-55.55555555555556,% change,22089.0,1466
Louisiana,St. Helena,0,% change,22091.0,1467
Louisiana,St. James,0,% change,22093.0,1468
Louisiana,St. John the Baptist,-100.0,% change,22095.0,1469
